x_wks84,y_wks84,spatial_name
13.2438942604722,52.4408722076058,10063
13.2447457560713,52.4404578272676,10065
13.2466949557446,52.4395869329459,10067
13.2488644170861,52.4387027955242,10069
13.3398495841345,52.5188503047323,1007
13.2507140096583,52.4379421029842,10071
13.2519359422208,52.4374453296388,10073
13.2560490936001,52.4357326757264,10075
13.2164146946754,52.4539783755079,10077
13.1987099790023,52.4622814956141,10079
13.2045688948914,52.5354055472874,10081
13.3385293907519,52.5194223381486,1009
13.2652040975089,52.4564187382492,10099
13.1976249490532,52.5406701448612,10107
13.3420776218136,52.5179182262029,1011
13.4792980969835,52.4191499755458,10125
13.4808142717537,52.4186273581023,10127
13.3492436997336,52.5148555786313,1013
13.3559389791438,52.5208734643847,10131
13.3177448657999,52.46115924823,10139
13.341361906705,52.5206447486212,10141
13.1791523565689,52.5331438174788,1015
13.2606677320689,52.5051102423539,10159
13.2620583716752,52.5050633037741,10161
13.2627862190701,52.5050242015643,10163
13.2973328469493,52.5730019140328,10183
13.315310321523,52.4480026565658,10195
13.3179108065809,52.4486651216434,10197
13.3472474048382,52.5785334838026,10205
13.3515393603894,52.5780662372393,10207
13.3555987052888,52.5776074584467,10209
13.3609548206877,52.5770091790555,10211
13.3697270155105,52.5769837522833,10213
13.3713660921633,52.5017594557356,10215
13.373244026136,52.5035282573077,10217
13.3976313551068,52.4207672928058,10221
13.4250967924274,52.4807093284033,10223
13.427758042657,52.481144385135,10225
13.4293965883691,52.481332080615,10227
13.4338550273332,52.4818631075555,10229
13.4803957156707,52.4287827553683,10239
13.4797644318032,52.4283273900541,10241
13.4886314030096,52.4354553683793,10257
13.3450341691264,52.5391146032073,10259
13.1940499041816,52.5194253314395,10265
13.1944248551924,52.5228056788035,10273
13.1786042337941,52.5125156200734,10283
13.1970211969928,52.5313826285245,1029
13.4089712771592,52.4929288376303,10293
13.2657895233154,52.4833678475965,10295
13.196809076126,52.513076257658,1031
13.421036941425,52.4818717340959,10319
13.4213329765765,52.479613899532,10321
13.2702474397235,52.4404886361242,10327
13.2925034651001,52.4816431735575,10331
13.2941726859656,52.4814020070352,10333
13.3101664679105,52.4789796041122,10335
13.3804029562142,52.4337029293045,10339
13.3807653030359,52.4343812811976,10341
13.3822487304847,52.4360091498331,10343
13.3828725997135,52.4382339696321,10347
13.2403505139529,52.438728352252,10365
13.2411472617728,52.4384218033777,10367
13.2010754753558,52.5121729467148,1037
13.2460828660974,52.43427515905,10371
13.2957172468452,52.6085488868471,10381
13.2757648618107,52.6255937380168,10387
13.2803631220376,52.6256422905759,10389
13.2837368474365,52.6264869283618,10391
13.2865164993422,52.6276807338765,10393
13.4197965208956,52.4964014329015,10395
13.3445244842108,52.5910389444919,10407
13.4308380474571,52.4896356999915,10409
13.5113915152022,52.4036919637227,1041
13.4329312542827,52.4888756101992,10411
13.5133922700159,52.4044710000165,1043
13.349678736212,52.4177375558072,10433
13.3519917022107,52.4184995776647,10435
13.3497272789684,52.4431225320222,10443
13.3500334036686,52.4435564070295,10445
13.3532039091075,52.4428816707461,10447
13.3539182878,52.4424008132095,10449
13.3250449249371,52.5175051114518,10459
13.3259618176327,52.5186207121347,10461
13.3285131067183,52.5223068597474,10463
13.2841115804149,52.4853345963886,10465
13.2849199713867,52.4844441130721,10467
13.3869134501433,52.398025343778,10469
13.3478308596142,52.5758104485568,1047
13.3882193531851,52.3913328201033,10473
13.4421280056672,52.4565226422452,10479
13.3651241077843,52.559357835737,10493
13.3226885660112,52.4290973145403,10495
13.3181587739727,52.5158016153587,10499
13.3224277773178,52.5145126230766,10501
13.2816684120817,52.5109761506522,10507
13.2401306620499,52.6242321102297,10513
13.23757130775,52.6229198078553,10515
13.3362981229097,52.467546273851,10521
13.3375137665842,52.47340036159,10527
13.3899143263143,52.5554290187672,10537
13.404090748946,52.4093785676741,10541
13.2075299156716,52.5327038714463,10547
13.2084570476931,52.5326881745179,10549
13.3591578438617,52.5742684788761,1055
13.2137842128857,52.5317671701605,10553
13.233063414303,52.5294963117433,10555
13.2370395471234,52.529029299377,10557
13.2398176276546,52.5284341978319,10559
13.3598190480632,52.5752793238968,10571
13.3417530659604,52.4838340440978,10579
13.2677347457817,52.4070450947025,1059
13.4107392710833,52.4908643152911,10591
13.3451030885149,52.4912570951541,10593
13.476870614612,52.4116918667118,10595
13.4826769251719,52.4135233602959,10601
13.2331945935276,52.4207492231417,10609
13.1995706028671,52.5346798587892,1061
13.2331765483843,52.4214564233949,10611
13.229972015817,52.4208076713552,10613
13.229944878082,52.4213755455048,10615
13.2950535138775,52.5041671745185,10619
13.2981191411813,52.504902716315,10621
13.4279556666999,52.4869077939409,10625
13.4278927496477,52.4914606299009,10629
13.2000454628781,52.535798543385,1063
13.1389678301479,52.4172212534332,10633
13.1415349380947,52.4127688353477,10641
13.3804264604933,52.4379060969593,10643
13.3842641761437,52.4384207078876,10645
13.3876816904296,52.4390110468221,10647
13.2003024585072,52.5366875146808,1065
13.3905254766999,52.39134911974,10651
13.2272074970817,52.5813398634694,10653
13.2289861505562,52.5756297184517,10655
13.2290946021028,52.5732809562299,10657
13.2292182731499,52.5683052796997,10659
13.3781181109636,52.4562137331069,10661
13.3888168589192,52.4993703875338,10667
13.3756589455104,52.4563383691976,10671
13.379910657055,52.4560741586588,10673
13.3810646611689,52.455984695421,10675
13.3839584218033,52.4557795351325,10677
13.4708489989184,52.4231907489076,10685
13.4733042338369,52.4230886422105,10687
13.3526288263684,52.5388029892287,10689
13.2007281568025,52.5386255430457,1069
13.3538262004839,52.5389495228475,10691
13.3559570538855,52.5385576740529,10693
13.360358744649,52.5373102098197,10695
13.3706846308169,52.5258530906138,10697
13.3706012798876,52.5268361215644,10699
13.3669153207582,52.546471912524,107
13.3707138405461,52.523419884005,10703
13.3589879627822,52.4200796440241,10705
13.2032285992422,52.5399148845485,1071
13.4291496080854,52.4619000564347,10719
13.4297529533151,52.4602178526913,10721
13.2907961758063,52.4765238701679,10727
13.2986215399658,52.4745435510998,10729
